CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk
no_checking,14,credits_paid_to_date,furniture,3061,less_100,1_to_4,3,female,none,2,real_estate,33,none,own,1,skilled,1,yes,yes,Risk
0_to_200,46,outstanding_credit,appliances,7692,unknown,greater_7,5,female,none,3,unknown,49,none,own,2,skilled,2,yes,yes,Risk
no_checking,10,prior_payments_delayed,radio_tv,3155,100_to_500,greater_7,4,male,none,4,savings_insurance,43,none,own,1,management_self-employed,1,none,yes,Risk
less_0,10,prior_payments_delayed,furniture,2564,less_100,4_to_7,3,male,none,3,real_estate,31,none,rent,1,skilled,1,none,yes,Risk
no_checking,35,outstanding_credit,radio_tv,4194,unknown,4_to_7,4,male,none,3,savings_insurance,36,none,own,2,skilled,1,yes,yes,No Risk
0_to_200,19,credits_paid_to_date,furniture,4650,100_to_500,4_to_7,3,female,none,2,car_other,34,none,own,2,skilled,1,yes,yes,No Risk
no_checking,11,credits_paid_to_date,car_new,2637,less_100,less_1,2,female,none,3,savings_insurance,27,stores,own,1,unskilled,1,yes,yes,No Risk
less_0,13,all_credits_paid_back,car_new,350,less_100,less_1,1,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,Risk
greater_200,42,prior_payments_delayed,furniture,1723,100_to_500,1_to_4,3,male,none,2,savings_insurance,41,none,own,1,skilled,1,none,yes,No Risk
no_checking,32,prior_payments_delayed,business,9034,greater_1000,greater_7,4,male,none,3,car_other,48,none,own,2,skilled,1,none,yes,Risk
no_checking,35,prior_payments_delayed,furniture,10021,100_to_500,greater_7,5,male,none,3,car_other,37,stores,own,2,unskilled,1,none,yes,Risk
0_to_200,40,outstanding_credit,furniture,7982,100_to_500,greater_7,3,female,none,4,unknown,47,none,own,2,skilled,1,yes,yes,Risk
0_to_200,18,credits_paid_to_date,car_new,4040,100_to_500,unemployed,1,male,none,1,savings_insurance,29,stores,own,1,skilled,1,none,yes,No Risk
less_0,19,prior_payments_delayed,furniture,3844,500_to_1000,greater_7,3,male,none,1,car_other,41,stores,own,2,skilled,1,none,yes,No Risk
no_checking,11,prior_payments_delayed,radio_tv,4946,greater_1000,greater_7,3,male,none,4,car_other,38,none,own,1,skilled,1,none,yes,Risk
0_to_200,22,prior_payments_delayed,furniture,3208,100_to_500,1_to_4,3,male,none,3,car_other,36,none,own,2,management_self-employed,1,none,yes,Risk
0_to_200,5,all_credits_paid_back,car_new,350,100_to_500,less_1,2,female,none,3,real_estate,26,bank,rent,1,unskilled,1,none,yes,No Risk
0_to_200,20,prior_payments_delayed,radio_tv,3091,less_100,greater_7,4,female,none,3,car_other,43,none,free,2,skilled,1,yes,yes,No Risk
less_0,5,credits_paid_to_date,car_new,350,100_to_500,less_1,1,female,none,2,savings_insurance,21,none,rent,1,skilled,1,none,yes,No Risk
less_0,19,credits_paid_to_date,car_new,4216,less_100,1_to_4,2,male,none,1,real_estate,27,none,own,1,skilled,1,none,yes,No Risk
no_checking,10,prior_payments_delayed,furniture,1502,unknown,4_to_7,3,male,none,3,car_other,46,none,own,1,skilled,1,yes,yes,Risk
no_checking,35,prior_payments_delayed,appliances,5829,100_to_500,4_to_7,3,female,none,4,savings_insurance,54,none,own,1,skilled,1,none,yes,No Risk
no_checking,37,outstanding_credit,repairs,6711,500_to_1000,4_to_7,4,male,none,3,unknown,30,none,own,1,skilled,1,yes,yes,No Risk
0_to_200,18,credits_paid_to_date,vacation,3515,100_to_500,1_to_4,2,female,none,1,real_estate,29,none,own,1,skilled,1,none,yes,Risk
0_to_200,26,prior_payments_delayed,radio_tv,4793,greater_1000,1_to_4,2,male,none,3,unknown,27,none,own,1,skilled,1,yes,yes,No Risk
no_checking,57,outstanding_credit,appliances,10544,greater_1000,greater_7,4,male,co-applicant,3,unknown,47,none,own,2,skilled,1,none,yes,Risk
no_checking,53,credits_paid_to_date,appliances,4061,100_to_500,4_to_7,4,female,none,3,savings_insurance,36,none,own,1,skilled,1,none,yes,No Risk
no_checking,46,outstanding_credit,repairs,7942,unknown,greater_7,5,male,none,4,unknown,48,none,own,2,skilled,1,none,yes,Risk
greater_200,22,credits_paid_to_date,car_new,350,greater_1000,less_1,1,male,co-applicant,2,real_estate,40,none,own,1,skilled,1,yes,yes,No Risk
less_0,18,all_credits_paid_back,car_used,2160,less_100,less_1,2,female,none,2,real_estate,21,none,rent,1,skilled,1,none,yes,No Risk
0_to_200,5,all_credits_paid_back,car_used,1411,less_100,unemployed,2,female,none,3,real_estate,19,none,rent,1,management_self-employed,1,none,yes,Risk
less_0,14,prior_payments_delayed,furniture,2164,500_to_1000,4_to_7,3,male,none,3,savings_insurance,28,none,own,2,skilled,1,yes,yes,Risk
no_checking,13,credits_paid_to_date,car_used,7078,less_100,4_to_7,3,male,none,3,savings_insurance,47,none,own,3,skilled,1,yes,yes,Risk
no_checking,36,outstanding_credit,car_used,6896,500_to_1000,1_to_4,3,male,none,3,savings_insurance,38,none,own,2,skilled,2,yes,no,Risk
0_to_200,57,prior_payments_delayed,appliances,7063,unknown,greater_7,4,male,guarantor,4,unknown,36,stores,free,2,unskilled,1,yes,yes,No Risk
no_checking,33,prior_payments_delayed,education,8035,100_to_500,4_to_7,4,female,none,4,car_other,43,none,own,2,management_self-employed,1,yes,yes,Risk
no_checking,46,prior_payments_delayed,other,4359,unknown,4_to_7,3,male,none,4,savings_insurance,27,bank,own,1,unemployed,1,none,yes,No Risk
less_0,33,credits_paid_to_date,car_used,4540,less_100,1_to_4,3,male,none,3,car_other,36,none,own,1,skilled,1,none,yes,Risk
less_0,10,all_credits_paid_back,car_used,350,100_to_500,unemployed,1,male,none,2,real_estate,20,bank,rent,1,unemployed,1,none,yes,No Risk
0_to_200,19,prior_payments_delayed,vacation,8278,less_100,1_to_4,4,male,none,2,unknown,40,none,own,2,management_self-employed,1,none,yes,Risk
no_checking,37,outstanding_credit,appliances,8733,500_to_1000,4_to_7,3,male,none,3,car_other,41,none,own,1,skilled,1,none,yes,Risk
less_0,14,all_credits_paid_back,car_new,350,less_100,unemployed,1,male,none,1,real_estate,26,bank,rent,1,unskilled,1,none,yes,No Risk
less_0,20,prior_payments_delayed,appliances,350,less_100,4_to_7,1,male,none,2,savings_insurance,22,stores,own,1,unskilled,1,none,yes,Risk
less_0,16,all_credits_paid_back,car_new,550,less_100,4_to_7,3,male,none,2,real_estate,28,none,own,1,skilled,1,none,yes,Risk
less_0,9,all_credits_paid_back,car_used,350,less_100,less_1,2,female,none,1,real_estate,19,stores,own,1,skilled,1,none,yes,No Risk
no_checking,37,prior_payments_delayed,car_used,12406,unknown,greater_7,5,male,co-applicant,5,unknown,53,none,free,3,skilled,2,yes,yes,Risk
less_0,15,all_credits_paid_back,furniture,350,less_100,1_to_4,1,female,none,1,real_estate,25,stores,rent,1,skilled,1,none,yes,No Risk
0_to_200,20,credits_paid_to_date,furniture,5433,less_100,less_1,2,female,co-applicant,3,savings_insurance,43,none,own,1,skilled,1,yes,yes,Risk
0_to_200,5,all_credits_paid_back,car_used,350,less_100,1_to_4,2,female,none,1,savings_insurance,22,none,rent,1,skilled,1,none,yes,No Risk
less_0,13,credits_paid_to_date,car_used,912,less_100,4_to_7,2,male,none,1,savings_insurance,33,stores,own,1,skilled,1,none,yes,Risk
0_to_200,41,credits_paid_to_date,car_used,3784,100_to_500,4_to_7,4,male,none,4,car_other,31,bank,own,1,unemployed,1,yes,yes,No Risk
less_0,16,all_credits_paid_back,car_used,2548,100_to_500,unemployed,2,female,none,3,car_other,28,none,rent,2,skilled,2,none,yes,Risk
no_checking,32,prior_payments_delayed,radio_tv,2335,100_to_500,4_to_7,3,female,none,4,savings_insurance,49,none,free,1,skilled,1,yes,yes,Risk
no_checking,52,prior_payments_delayed,appliances,10221,greater_1000,greater_7,5,male,co-applicant,4,savings_insurance,48,none,free,3,skilled,2,yes,yes,Risk
no_checking,53,outstanding_credit,repairs,4792,unknown,greater_7,5,male,none,5,savings_insurance,56,none,free,2,skilled,1,yes,yes,Risk
no_checking,39,prior_payments_delayed,appliances,9384,unknown,greater_7,4,male,none,3,car_other,54,none,own,2,skilled,1,yes,yes,No Risk
0_to_200,28,credits_paid_to_date,repairs,1136,less_100,4_to_7,3,male,none,2,savings_insurance,19,bank,rent,1,unemployed,1,none,yes,Risk
0_to_200,16,prior_payments_delayed,furniture,3828,500_to_1000,4_to_7,2,female,none,3,savings_insurance,45,stores,rent,2,skilled,1,none,yes,Risk
less_0,36,credits_paid_to_date,radio_tv,742,less_100,1_to_4,2,male,none,2,real_estate,32,stores,own,1,skilled,1,none,yes,No Risk
less_0,22,credits_paid_to_date,retraining,2966,less_100,1_to_4,3,female,none,2,savings_insurance,23,bank,rent,1,unskilled,1,none,yes,No Risk
no_checking,33,outstanding_credit,furniture,5002,greater_1000,greater_7,5,female,none,5,car_other,39,none,own,2,skilled,1,none,yes,Risk
no_checking,32,prior_payments_delayed,education,9689,greater_1000,greater_7,4,male,none,3,unknown,50,none,own,3,skilled,2,yes,yes,Risk
0_to_200,5,credits_paid_to_date,car_new,2312,500_to_1000,1_to_4,3,male,none,3,savings_insurance,28,none,rent,1,skilled,2,none,yes,Risk
less_0,29,prior_payments_delayed,furniture,4730,less_100,greater_7,4,male,none,2,car_other,42,none,own,1,skilled,1,none,yes,Risk
no_checking,22,credits_paid_to_date,car_new,3807,100_to_500,1_to_4,3,male,none,4,savings_insurance,34,none,rent,1,management_self-employed,1,none,yes,Risk
less_0,26,prior_payments_delayed,retraining,3227,less_100,greater_7,4,female,none,3,car_other,45,none,own,2,skilled,1,yes,no,Risk
less_0,18,prior_payments_delayed,repairs,350,less_100,unemployed,1,male,none,1,real_estate,19,bank,rent,1,unemployed,1,none,yes,Risk
greater_200,31,credits_paid_to_date,furniture,4799,500_to_1000,4_to_7,4,male,none,4,savings_insurance,38,none,own,1,skilled,1,none,yes,Risk
less_0,5,all_credits_paid_back,car_new,350,less_100,less_1,2,male,none,2,savings_insurance,23,none,own,1,skilled,1,none,yes,Risk
no_checking,52,prior_payments_delayed,vacation,7818,500_to_1000,4_to_7,5,male,none,4,car_other,42,none,own,2,skilled,1,yes,yes,Risk
less_0,22,prior_payments_delayed,car_new,4712,less_100,1_to_4,2,female,none,2,car_other,31,stores,own,1,skilled,1,none,yes,No Risk
no_checking,33,prior_payments_delayed,car_used,10068,100_to_500,1_to_4,3,male,none,3,car_other,50,stores,own,2,unskilled,1,yes,yes,No Risk
no_checking,35,prior_payments_delayed,appliances,9704,100_to_500,4_to_7,5,female,none,4,car_other,35,none,own,1,management_self-employed,1,yes,yes,Risk
no_checking,42,prior_payments_delayed,furniture,6444,500_to_1000,greater_7,4,male,none,3,unknown,59,none,own,2,skilled,1,yes,yes,Risk
no_checking,24,credits_paid_to_date,car_new,1407,500_to_1000,1_to_4,2,female,none,3,real_estate,33,bank,own,1,unskilled,1,yes,yes,No Risk
0_to_200,19,credits_paid_to_date,furniture,4873,500_to_1000,1_to_4,2,male,none,3,car_other,43,none,own,1,skilled,2,yes,yes,Risk
no_checking,27,credits_paid_to_date,retraining,6704,100_to_500,greater_7,3,male,none,4,savings_insurance,43,none,own,2,management_self-employed,1,yes,yes,Risk
no_checking,41,outstanding_credit,vacation,9076,500_to_1000,4_to_7,3,female,none,4,unknown,44,none,own,2,skilled,1,yes,yes,Risk
greater_200,28,credits_paid_to_date,car_used,350,less_100,1_to_4,3,female,none,3,real_estate,37,none,own,1,skilled,1,none,yes,Risk
less_0,11,no_credits,car_new,613,less_100,unemployed,1,male,co-applicant,2,savings_insurance,30,stores,own,2,unskilled,1,none,yes,No Risk
less_0,14,all_credits_paid_back,furniture,1190,less_100,less_1,2,male,none,2,savings_insurance,19,none,rent,1,skilled,1,none,yes,No Risk
no_checking,36,prior_payments_delayed,car_used,6508,100_to_500,4_to_7,4,female,none,3,savings_insurance,44,none,own,2,skilled,1,none,yes,Risk
less_0,5,all_credits_paid_back,car_new,350,less_100,1_to_4,1,male,none,2,real_estate,19,stores,rent,2,unskilled,1,none,yes,Risk
no_checking,39,prior_payments_delayed,car_used,7337,100_to_500,1_to_4,2,male,none,3,savings_insurance,37,none,own,1,skilled,2,yes,yes,Risk
0_to_200,54,prior_payments_delayed,repairs,1987,500_to_1000,greater_7,3,female,none,2,car_other,26,stores,own,1,unskilled,1,none,yes,No Risk
greater_200,27,credits_paid_to_date,car_used,4438,greater_1000,greater_7,3,male,none,2,savings_insurance,41,none,rent,1,skilled,1,none,yes,Risk
0_to_200,36,credits_paid_to_date,radio_tv,471,100_to_500,less_1,1,female,none,2,car_other,21,stores,own,1,skilled,1,none,yes,Risk
0_to_200,27,credits_paid_to_date,car_new,3693,less_100,1_to_4,3,male,none,3,savings_insurance,27,none,own,2,skilled,1,yes,yes,Risk
no_checking,39,prior_payments_delayed,radio_tv,13384,100_to_500,4_to_7,3,male,co-applicant,3,unknown,39,none,free,2,skilled,1,none,yes,Risk
0_to_200,23,prior_payments_delayed,radio_tv,6384,500_to_1000,1_to_4,3,male,none,2,savings_insurance,32,none,own,1,skilled,1,none,yes,No Risk
no_checking,58,prior_payments_delayed,other,9212,500_to_1000,4_to_7,4,male,none,4,car_other,32,none,own,1,skilled,1,yes,yes,No Risk
less_0,26,prior_payments_delayed,radio_tv,1432,100_to_500,greater_7,3,male,none,2,savings_insurance,33,none,rent,2,skilled,1,none,yes,No Risk
0_to_200,5,all_credits_paid_back,car_new,464,less_100,1_to_4,2,male,none,3,real_estate,19,none,rent,1,management_self-employed,1,none,yes,Risk
less_0,16,prior_payments_delayed,furniture,965,less_100,1_to_4,3,male,none,3,savings_insurance,27,none,own,1,skilled,2,yes,yes,No Risk
less_0,5,no_credits,car_new,350,less_100,unemployed,1,female,none,1,real_estate,20,none,rent,2,skilled,1,none,yes,Risk
no_checking,57,prior_payments_delayed,radio_tv,7384,unknown,greater_7,5,male,co-applicant,5,unknown,53,none,free,2,skilled,2,yes,yes,Risk
no_checking,62,outstanding_credit,other,11634,500_to_1000,4_to_7,5,male,co-applicant,4,unknown,36,none,free,2,skilled,2,yes,yes,Risk
0_to_200,24,prior_payments_delayed,retraining,5521,100_to_500,1_to_4,2,female,none,2,car_other,43,none,own,2,skilled,1,none,yes,Risk
less_0,5,all_credits_paid_back,education,350,100_to_500,less_1,1,male,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,Risk
0_to_200,33,credits_paid_to_date,retraining,4181,100_to_500,less_1,2,female,none,2,savings_insurance,39,none,own,1,skilled,1,none,yes,No Risk
less_0,5,all_credits_paid_back,car_new,350,less_100,unemployed,1,female,none,2,real_estate,19,bank,rent,1,unskilled,1,none,yes,No Risk
no_checking,50,prior_payments_delayed,repairs,8985,500_to_1000,4_to_7,5,male,none,4,car_other,43,none,free,2,management_self-employed,1,yes,no,No Risk
less_0,7,prior_payments_delayed,car_new,2685,less_100,less_1,2,male,none,1,car_other,19,none,own,1,skilled,1,none,yes,Risk
no_checking,40,prior_payments_delayed,business,9535,100_to_500,1_to_4,3,male,none,4,savings_insurance,56,none,own,2,management_self-employed,2,yes,yes,No Risk
less_0,5,credits_paid_to_date,car_new,350,less_100,1_to_4,1,female,none,2,car_other,31,none,own,1,skilled,1,yes,yes,No Risk
no_checking,52,prior_payments_delayed,vacation,9513,greater_1000,4_to_7,3,female,co-applicant,2,unknown,40,bank,own,2,unskilled,2,yes,yes,Risk
0_to_200,42,outstanding_credit,vacation,1408,500_to_1000,4_to_7,4,male,none,3,car_other,26,none,own,2,skilled,1,none,yes,No Risk
less_0,26,credits_paid_to_date,car_used,5658,500_to_1000,4_to_7,3,male,co-applicant,2,car_other,40,none,own,1,skilled,1,yes,yes,Risk
0_to_200,22,credits_paid_to_date,car_new,350,less_100,less_1,1,female,none,1,real_estate,27,none,own,1,skilled,1,none,yes,Risk
0_to_200,32,credits_paid_to_date,retraining,6175,less_100,4_to_7,2,male,none,1,savings_insurance,35,stores,own,2,skilled,1,none,yes,No Risk
no_checking,15,credits_paid_to_date,car_new,677,100_to_500,less_1,2,female,none,2,real_estate,29,none,own,1,skilled,1,none,yes,No Risk
less_0,15,all_credits_paid_back,car_new,750,less_100,1_to_4,2,female,none,2,savings_insurance,32,none,own,1,skilled,1,none,yes,No Risk
less_0,15,all_credits_paid_back,car_new,350,500_to_1000,1_to_4,1,male,none,2,real_estate,29,stores,rent,1,skilled,1,none,yes,No Risk
0_to_200,29,outstanding_credit,appliances,3708,500_to_1000,1_to_4,2,male,none,2,car_other,32,none,own,2,skilled,1,none,yes,Risk
less_0,28,prior_payments_delayed,furniture,2490,greater_1000,greater_7,3,male,none,3,car_other,31,stores,own,2,skilled,2,yes,yes,Risk
0_to_200,22,prior_payments_delayed,radio_tv,3029,100_to_500,less_1,2,male,none,3,savings_insurance,36,none,own,1,management_self-employed,1,yes,yes,Risk
0_to_200,15,credits_paid_to_date,car_new,414,500_to_1000,1_to_4,2,male,none,2,savings_insurance,21,none,own,3,skilled,1,none,yes,No Risk
greater_200,27,credits_paid_to_date,radio_tv,6610,less_100,4_to_7,3,female,none,3,car_other,44,none,own,2,skilled,1,none,yes,Risk
less_0,9,all_credits_paid_back,car_used,1090,100_to_500,less_1,1,female,none,2,real_estate,28,none,own,2,skilled,1,none,yes,No Risk
no_checking,65,outstanding_credit,appliances,14257,greater_1000,greater_7,5,male,co-applicant,5,unknown,53,none,own,3,skilled,2,yes,yes,Risk
less_0,19,credits_paid_to_date,car_used,350,500_to_1000,4_to_7,3,male,none,1,savings_insurance,28,none,rent,1,skilled,1,none,yes,Risk
no_checking,41,outstanding_credit,repairs,8636,unknown,greater_7,5,female,co-applicant,5,unknown,47,stores,own,3,unskilled,2,yes,yes,Risk
no_checking,24,outstanding_credit,retraining,11369,100_to_500,4_to_7,4,male,none,3,unknown,38,stores,own,1,unskilled,1,none,yes,Risk
0_to_200,39,credits_paid_to_date,education,4024,less_100,1_to_4,2,male,none,3,real_estate,33,none,own,2,skilled,1,yes,yes,No Risk
less_0,5,credits_paid_to_date,car_new,4045,less_100,1_to_4,2,female,none,2,real_estate,26,none,own,2,management_self-employed,1,none,yes,No Risk
no_checking,36,prior_payments_delayed,other,9345,100_to_500,greater_7,4,female,none,3,car_other,47,none,free,2,skilled,1,none,yes,Risk
no_checking,42,prior_payments_delayed,furniture,7968,500_to_1000,1_to_4,4,female,none,3,unknown,38,bank,own,2,unemployed,1,yes,yes,No Risk
no_checking,31,prior_payments_delayed,radio_tv,8822,100_to_500,less_1,4,female,co-applicant,3,savings_insurance,45,none,own,1,skilled,1,none,yes,No Risk
less_0,16,prior_payments_delayed,car_used,3441,less_100,less_1,3,male,none,2,real_estate,19,none,own,1,skilled,1,none,yes,No Risk
less_0,11,prior_payments_delayed,car_new,6452,less_100,1_to_4,3,male,none,2,savings_insurance,36,none,rent,1,skilled,2,none,yes,Risk
less_0,15,prior_payments_delayed,car_new,6025,500_to_1000,greater_7,2,female,none,3,unknown,24,stores,rent,1,skilled,2,none,yes,No Risk
0_to_200,37,credits_paid_to_date,furniture,3698,less_100,1_to_4,2,female,none,3,savings_insurance,41,none,rent,2,skilled,1,yes,yes,Risk
less_0,5,credits_paid_to_date,car_new,350,less_100,1_to_4,1,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
no_checking,36,outstanding_credit,business,9647,500_to_1000,4_to_7,3,female,none,4,unknown,48,none,own,2,skilled,2,yes,yes,Risk
less_0,10,prior_payments_delayed,car_new,515,less_100,less_1,2,female,none,2,real_estate,29,none,rent,1,skilled,1,none,yes,Risk
greater_200,24,credits_paid_to_date,retraining,7338,100_to_500,1_to_4,2,male,none,1,savings_insurance,38,none,own,1,skilled,1,none,yes,No Risk
less_0,15,all_credits_paid_back,furniture,350,less_100,less_1,1,male,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
no_checking,40,prior_payments_delayed,appliances,7084,100_to_500,4_to_7,3,male,none,3,unknown,50,none,own,2,management_self-employed,1,yes,yes,No Risk
no_checking,27,outstanding_credit,furniture,4144,500_to_1000,1_to_4,2,male,none,4,unknown,27,none,own,1,skilled,1,yes,yes,Risk
